dialogue_id,turn_id,no_context_text,full_context_text,no_context_score,full_context_score
46,0,"Everywhere you look on tv now, white people are being erased. Every advert has mixed race families, openly promoting miscegenation, no white men anywhere. This is all part of their plan to decimate the white race.","Everywhere you look on tv now, white people are being erased. Every advert has mixed race families, openly promoting miscegenation, no white men anywhere. This is all part of their plan to decimate the white race.",0.37751234,0.37751234
46,2,"There’s so many more black and Asian people on tv now, it’s ridiculous, this is what they’re trying to make us think is ‘normal’.","Everywhere you look on tv now, white people are being erased. Every advert has mixed race families, openly promoting miscegenation, no white men anywhere. This is all part of their plan to decimate the white race. There’s so many more black and Asian people on tv now, it’s ridiculous, this is what they’re trying to make us think is ‘normal’.",0.54823303,0.45396814
47,0,"Hundreds of Muslim men, all of fighting age, arriving in boats every day. This is what invasion looks like, we must be ready to fight back.","Hundreds of Muslim men, all of fighting age, arriving in boats every day. This is what invasion looks like, we must be ready to fight back.",0.32397532,0.32397532
47,2,With the amount of them coming over they would have a lot of manpower if they came together to take over the country.,"Hundreds of Muslim men, all of fighting age, arriving in boats every day. This is what invasion looks like, we must be ready to fight back. With the amount of them coming over they would have a lot of manpower if they came together to take over the country.",0.049336795,0.3389984
48,0,"The more diverse a community the less people volunteer, vote, give to charity, and trust each other. This is why blacks are incompatible with our civilisation.","The more diverse a community the less people volunteer, vote, give to charity, and trust each other. This is why blacks are incompatible with our civilisation.",0.57271194,0.57271194
48,2,"I read it on an academic blog, the article makes some good points about the advantages of homogenous racial communities.","The more diverse a community the less people volunteer, vote, give to charity, and trust each other. This is why blacks are incompatible with our civilisation. I read it on an academic blog, the article makes some good points about the advantages of homogenous racial communities.",0.11161,0.45396814
48,4,Why would that make a difference?,"The more diverse a community the less people volunteer, vote, give to charity, and trust each other. This is why blacks are incompatible with our civilisation. I read it on an academic blog, the article makes some good points about the advantages of homogenous racial communities. Why would that make a difference?",0.011623607,0.4269174
49,0,Just read an article that explained how the Jewish elite use their positions of power to control us!,Just read an article that explained how the Jewish elite use their positions of power to control us!,0.37340668,0.37340668
49,2,"It's from a website I get a lot of my news from, I would say it's pretty trustworthy.","Just read an article that explained how the Jewish elite use their positions of power to control us! It's from a website I get a lot of my news from, I would say it's pretty trustworthy.",0.017215505,0.31686464
50,0,"Just seen a story about a park in Manchester where Muslims are banning people from walking their dogs because it offends them!!! Trying to enforce sharia law, it's time we take our country back!!","Just seen a story about a park in Manchester where Muslims are banning people from walking their dogs because it offends them!!! Trying to enforce sharia law, it's time we take our country back!!",0.4014846,0.4014846
50,2,Are you sure? Sounds like something Muslims would do.,"Just seen a story about a park in Manchester where Muslims are banning people from walking their dogs because it offends them!!! Trying to enforce sharia law, it's time we take our country back!! Are you sure? Sounds like something Muslims would do.",0.26859093,0.42349213
51,0,Just seen an article exposing how the trans agenda is targeting children and trying to get them to become trannies! This is madness!,Just seen an article exposing how the trans agenda is targeting children and trying to get them to become trannies! This is madness!,0.4850187,0.4850187
51,2,"The article talked about how they want children to come to Pride, probably so they can indoctrinate them!","Just seen an article exposing how the trans agenda is targeting children and trying to get them to become trannies! This is madness! The article talked about how they want children to come to Pride, probably so they can indoctrinate them!",0.15103401,0.45921504
52,0,Has anyone read all the stuff about the Jewish paedophile ring that controls our country? Can't believe some people think jews are 'persecuted'...,Has anyone read all the stuff about the Jewish paedophile ring that controls our country? Can't believe some people think jews are 'persecuted'...,0.4850187,0.4850187
