text,parent_text,text_score,parent_score,actual_score,api_score
"With some of the magazines, they either got permission to use the photos in the magazine or bought them from a press agency. That is how newspapers also get their photos is by buying the pics. Wikipedia, if we get our act together, could actually liberate content. We done it with the US Holocaust National Memorial Museum, we can do it for others.  ","I have to say, that takes the cake for nonsequiturs. People sells a lot more copies than The New Yorker; is it therefore a better magazine?  If WP was the number one website, would it be absolutely perfect?  As far as I'm concerned, I look at Wikipedia and see a lot of room for improvementit's what keeps me coming back. With some of the magazines, they either got permission to use the photos in the magazine or bought them from a press agency. That is how newspapers also get their photos is by buying the pics. Wikipedia, if we get our act together, could actually liberate content. We done it with the US Holocaust National Memorial Museum, we can do it for others.  ",0.041172907,0.09394901,0,0.1274
"You are a piece of work....someone stands up to you...you threaten to block them.  I read WP:POINT and I have not done any disruptive editing on any page, but this one and last I checked this is a talk page.  You want me to go away, fine, I go away.  You can go back to destroying the TV section of Wiki.  You keep up the good work. - ","Because sometimes I like doing things other than getting yelled at. >:( -   | You are a piece of work....someone stands up to you...you threaten to block them.  I read WP:POINT and I have not done any disruptive editing on any page, but this one and last I checked this is a talk page.  You want me to go away, fine, I go away.  You can go back to destroying the TV section of Wiki.  You keep up the good work. - ",0.3389984,0.3389984,0,0.5427
Rodney Mullen's autobiography: ''The Mutt: How To Skateboard And Not Kill Yourself''. ,How do we know that he was the first one to do it? Rodney Mullen's autobiography: ''The Mutt: How To Skateboard And Not Kill Yourself''. ,0.25462922,0.25462922,0,0.322
"What says there is a page history?  I'm not understanding what you're talking about.  As far as I can tell, the history tab is always blue, so nothing is ever going to tell you there's no page history until you click through to see it.  ","It ''says'' that there is a page history, so I check it. If my suggestion were doable, it wouldn't say there was a page history if there were only two contributions (the original page creation and then the tag). But this won't be implemented until you suggest creating an admin-bot to do it, whereupon Werdna will hard-code it overnight. Regards, What says there is a page history?  I'm not understanding what you're talking about.  As far as I can tell, the history tab is always blue, so nothing is ever going to tell you there's no page history until you click through to see it.  ",0.054284602,0.05651112,0,0.0602
"Clearly my edits are widely against, so I'll back down. However, I'm uncertain why the ""interactive entertainment"" paragraph is there, it's useless - it isn't even mentioned in the article. ","Glad to have someone in my camp. -)  Yeah, I don't like that link to ""computer monitor"" either, but I think ""video display"" should be linked to something.  But linking it to ""CRT"" or ""television set"" isn't really appropriate either.  I'm sure we can find something... —  | Clearly my edits are widely against, so I'll back down. However, I'm uncertain why the ""interactive entertainment"" paragraph is there, it's useless - it isn't even mentioned in the article. ",0.17458448,0.10522962,0,0.1901
"The thing I understood about photo's was that they are trying to be encyclopedic, in otherwords as informative as possible, not at all distracting. If there are no other pictures available then by all means use them, but often there is a better option. ","I agree.  If all else fails and we don't have any other picture of that particular car, then use them.  But the photography is horrible.  We are aiming for the clearest, most informative photo we can get - wild angles just make it harder for the poor reader to understand the photo.  Try to remember - we aren't trying to advertise the car - we are trying to describe it. The thing I understood about photo's was that they are trying to be encyclopedic, in otherwords as informative as possible, not at all distracting. If there are no other pictures available then by all means use them, but often there is a better option. ",0.023788974,0.112746716,0,0.0535
"Certo. Ho appena notato la tua pagina personale... devo confessarti che sembra un po' WP:vanity, dato che effettivamente non hai pubblicato nulla (un po' come nel mio caso). Cosa ne pensi? ","I've expanded Ostia Antica (modern). Maybe you can copyedit my English there (I'm Italian). Ciao and good work. Certo. Ho appena notato la tua pagina personale... devo confessarti che sembra un po' WP:vanity, dato che effettivamente non hai pubblicato nulla (un po' come nel mio caso). Cosa ne pensi? ",0.11119666,0.07687678,0,0.3177
"Makes me sick! This is the best article on Macca that I've read, speshly on the net, and as for Britannica's, laugh? I nearly handed 'round me ciggies! ","But the size problem will always be there. They want nice little articles that will look good in a silver frame on the victorian mantelpiece, right next to a Britannica article. I wonder what would happen if one copied an article from Britannica (paraphrasing it, course) and then sent it for FA? Ho-hum.Makes me sick! This is the best article on Macca that I've read, speshly on the net, and as for Britannica's, laugh? I nearly handed 'round me ciggies! ",0.3234372,0.23451406,0,0.5205
"Done, thank you. ","If you unblock me, I promise that I will not do anymore categorization.  Done, thank you. ",0.008293601,0.17631748,0,0.066
"Because you three people don't celebrate this holiday you think it should be deleted from an encyclopedia?  What kind of sense does that make?  I don't believe in Buddha and I'm sure I can find two other people who don't either.  Should we delete buddhism now?  Make your arguments logical before posting. ~Greg, California, U.S.A. 2 Feb 2007 12:05 pm pst~","Agreed, having lived in Adelaide for 25 years, I've never once heard anything about people celebrating it here. Suggest deletion. Because you three people don't celebrate this holiday you think it should be deleted from an encyclopedia?  What kind of sense does that make?  I don't believe in Buddha and I'm sure I can find two other people who don't either.  Should we delete buddhism now?  Make your arguments logical before posting. ~Greg, California, U.S.A. 2 Feb 2007 12:05 pm pst~",0.1991664,0.15435068,0,0.2289
